Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4,Unnamed: 11,Unnamed: 12,y
23037,64492,44805.75556,support.eu@Company.com,company id abonnement,m,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23037,64497,44805.77361,support.eu@Company.com,company id abonnement,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23035,64488,44805.75278,support.eu@Company.com,company support issue submit,,In-App Purchase / Unable to make In-App Purchases,In-App Purchase ,Problem/Fault,Payment issue,Payment failed,,,Problem/Fault
23035,64490,44805.75833,support.eu@Company.com,company support issue submit,,In-App Purchase / Unable to make In-App Purchases,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion
23035,64488,,support.eu@Company.com,company support issue submit,,In-App Purchase / Unable to make In-App Purchases,In-App Purchase ,Problem/Fault,Payment issue,Payment failed,,,Problem/Fault
23028,64462,44805.7,support.eu@Company.com,vip privilege,,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,,,,Suggestion
23028,64471,44805.72847,support.eu@Company.com,vip privilege,,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Payment,Query deduction details,,,Suggestion
23028,64477,44805.73611,support.eu@Company.com,vip privilege,,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,,,,Suggestion
23028,64478,44805.73889,support.eu@Company.com,vip privilege,,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,,,,Suggestion
23028,64481,44805.73819,support.eu@Company.com,vip privilege,,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,,,,Suggestion
23028,64487,44805.75208,support.eu@Company.com,vip privilege,,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,,,,Suggestion
23027,64459,44805.69653,support.de@Company.com,rechnung brauchen,n,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion
23027,64472,44805.72917,support.de@Company.com,rechnung brauchen,n e,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion
23020,64423,44805.64653,support.eu@Company.com,money being taken,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23019,64422,44805.64444,support.eu@Company.com,thought i was doing a quiz then realised it was going to take monthly money which i've just cancelled thankyou mrs susan pugh 16 hillrise avenue ryde isle of wight po333tt,d,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23019,64427,44805.65,support.eu@Company.com,cancel,d,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23019,64436,44805.66319,support.eu@Company.com,cancel,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23019,64437,44805.66875,support.eu@Company.com,cancel,d,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23016,64413,44805.63194,support.de@Company.com,rechnung brauchen,,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion
23016,64419,44805.63958,support.de@Company.com,rechnung brauchen,e,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion
23016,64435,44805.66389,support.de@Company.com,rechnung brauchen,,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion
23011,64369,44805.60833,support.eu@Company.com,,f,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23011,64394,44805.62083,support.eu@Company.com,,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23008,64362,44805.60694,support.eu@Company.com,uppsägning,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23008,64381,44805.61458,support.eu@Company.com,uppsägning,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23008,64397,44805.61944,support.eu@Company.com,uppsägning,e,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23008,64432,44805.66042,support.eu@Company.com,uppsägning,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23001,64347,44805.57222,support.eu@Company.com,,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23001,64351,44805.58333,support.de@Company.com,abonnement kündigen,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23000,64339,44805.56111,support.eu@Company.com,cancel next payments,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
23000,64345,44805.56944,support.eu@Company.com,cancel next payments,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22993,64313,44805.52222,support.eu@Company.com,company support issue submit,,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion
22993,64324,44805.5375,support.de@Company.com,rechnung brauchen,e,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion
22991,64306,44805.51458,support.eu@Company.com,unknown payment,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Query deduction details,,,Suggestion
22991,64314,44805.52431,support.eu@Company.com,unknown payment,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22991,64506,44805.78889,support.eu@Company.com,unknown payment,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22991,64511,44805.79306,support.eu@Company.com,unknown payment,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22990,64301,44805.50694,support.eu@Company.com,kündigung,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22990,64305,44805.51319,support.de@Company.com,abo kündigung,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22985,64262,44805.44722,support.eu@Company.com,company support issue submit,e,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control,,,Problem/Fault
22985,64340,44805.56319,support.it@Company.com,company support issue submit,,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control,,,Problem/Fault
22985,64262,,support.eu@Company.com,company support issue submit,,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control,,,Problem/Fault
22981,64254,44805.44236,support.eu@Company.com,,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22981,64267,44805.45694,support.eu@Company.com,,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22979,64248,44805.43194,support.eu@Company.com,re.nr.b-8dm27328kb964582f start datum: 23.12.2021 letzte abbuchung am 23.08.2022,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Problem/Fault,Payment issue,Risk Control,,,Problem/Fault
22979,64251,44805.43958,support.de@Company.com,abonnement kündigen,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22960,64196,44805.37222,support.eu@Company.com,,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22960,64207,44805.38472,support.eu@Company.com,cancel subscription,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22955,64179,44805.35486,support.eu@Company.com,,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22955,64282,44805.47917,support.eu@Company.com,,n,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22952,64170,44805.34861,support.eu@Company.com,,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22952,64181,44805.35694,support.eu@Company.com,,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22942,64146,44805.19514,support.eu@Company.com,kündigung,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22942,64156,44805.33472,support.de@Company.com,abo kündigung,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22932,64165,44805.36528,support.eu@Company.com,company support issue submit,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22929,64173,44805.35139,support.eu@Company.com,,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22927,64166,44805.34653,support.eu@Company.com,cancel,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22923,64294,44805.49722,support.it@Company.com,company support issue submit,,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22901,64187,44805.36181,support.de@Company.com,abo kündigen,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22901,64223,44805.40347,support.de@Company.com,abo kündigen,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22819,64233,44805.41944,support.eu@Company.com,can el order.,d d d,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22819,64310,44805.52083,support.eu@Company.com,can el order.,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22819,64431,44805.66319,support.eu@Company.com,can el order.,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22819,64453,44805.69028,support.eu@Company.com,can el order.,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22635,64442,44805.67569,support.eu@Company.com,c,e e,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22607,64288,44805.48889,support.it@Company.com,company support issue submit,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
22578,64275,44805.46944,support.it@Company.com,pagamenti,,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control,,,Problem/Fault
22576,64283,44805.48125,support.it@Company.com,rimborso,,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control,,,Problem/Fault
22576,64449,44805.68611,support.it@Company.com,rimborso,,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control,,,Problem/Fault
22576,64455,44805.69236,support.it@Company.com,rimborso,,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control,,,Problem/Fault
22508,64520,44805.81319,support.eu@Company.com,company support issue submit,,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion
